representante,label,respuesta
Leonardo,positiva,"hola, grasiaz x ezsribirme. zí, me intereza."
Donatello,negativa,nop
Donatello,negativa,"hola, lla uzamoz algo zimilar"
Raphael,negativa,grcs pero no nos sirve
Raphael,positiva,estoy cc a mi colega que ve estos temas
Donatello,positiva,"me intereza, kompartime máz info x favor."
Donatello,positiva,"si dale, agendemos 😊"
Donatello,negativa,"Paso, gracias"
Donatello,negativa,No estamos buscando alternativas en este momento
Leonardo,negativa,no aplica para nuestra operación actual
Raphael,positiva,"Hola, gracias por escribirme. Sí, me interesa."
Raphael,positiva,"hola, grasiaz x ezsribirme. zí, me intereza."
Raphael,negativa,"no es conmigo, pero gracias"
Leonardo,neutral,eztamoz en medio de otra implementakión
Leonardo,positiva,podemostracionz agendaar algo para la próxima zemana.
Donatello,negativa,"nop ez sonmigo, pero grasiaz"
Donatello,negativa,eztamoz son otro proveedor son sontrato vigente
Leonardo,positiva,"Hola, gracias por escribirme. Sí, me interesa."
Donatello,neutral,"eztoy fuera de ofikina, lo retomo luego"
Michelangelo,neutral,está bueno pero no es urgente
Donatello,negativa,"no es conmigo, pero gracias"
Michelangelo,neutral,rezpondo rapido: npo tengo definikionez aún
Raphael,positiva,"me intereza, sompartime máz info x favor."
Donatello,positiva,podemostracionz haker una reunión la zemana próxima.
Leonardo,neutral,eztá buenpo pero npo ez urgente
Raphael,neutral,me intereza pero nop ez el mejor timing
Raphael,neutral,hola! puede ke máz adelante zirva
Leonardo,neutral,estamos en medio de otra implementación
Leonardo,positiva,"zí, me pareke relevante para lo ke buzkamoz"
Leonardo,negativa,lo analizamoz y npo ez lo ke buzsamoz
Donatello,positiva,Me interesa explorar esto más a fondo.
Raphael,positiva,eztoy ss a mi solega ke ve eztoz temaz
Michelangelo,negativa,Nuestro foco está en otra área este año
Raphael,positiva,"si dale, agendemos 😊"
Leonardo,negativa,grcs pero no nos sirve
Raphael,neutral,respondo rapido: no tengo definiciones aún
Michelangelo,neutral,fw: para revizión en planning de fin de año
Donatello,negativa,"npo me intereza x ahora, grakiaz!"
Leonardo,positiva,"zí, reunámonpoz. ¿tienen dizponibilidad ezta zemana?"
Leonardo,neutral,Tal vez más adelante en el año.
Raphael,neutral,hablalo kon mi kolega (lo eztoy kk)
Leonardo,positiva,"ya lo hablé internamente, quieren avanzar"
Leonardo,neutral,es interesante pero no tengo ancho ahora
Donatello,neutral,hablalo con mi colega (lo estoy cc)
Leonardo,negativa,No gracias
Raphael,positiva,podemostracionz haker una reunión la zemana próxima.
Donatello,negativa,No estoy interesado por el momento
Donatello,positiva,"eztoy libre el juevez, ¿lez va bien?"
Donatello,neutral,FW: para revisión en planning de fin de año
Raphael,neutral,"Gracias, lo tengo en el radar para el futuro"
Raphael,negativa,lla tenemoz proveedor
Donatello,negativa,"Hola, ya usamos algo similar"
Raphael,positiva,"dale, sigamos la conversación"
Donatello,negativa,"grasiaz x ezsribir, pero eztamoz bien azí"
Michelangelo,neutral,contactame más adelante
Donatello,neutral,FW: para revisión en planning de fin de año
Donatello,positiva,"sí, me parece relevante para lo que buscamos"
Michelangelo,positiva,"zí, me parese relevante para lo ke buzsamoz"
Leonardo,neutral,"estoy fuera de oficina, lo retomo luego"
Raphael,neutral,"Gracias, lo tengo en el radar para el futuro"
Leonardo,negativa,lo analizamos y no es lo que buscamos
Leonardo,negativa,No estoy interesado por el momento
Donatello,negativa,lo analizamoz y npo ez lo ke buzkamoz
Raphael,negativa,No estoy interesado por el momento
Leonardo,negativa,fw: npo evaluamoz nuevaz zolusionez ezte año
Leonardo,neutral,pongamoslo en standby
Raphael,positiva,"Hola, gracias por escribirme. Sí, me interesa."
Raphael,negativa,npo grasiaz
Donatello,neutral,kontaktame máz adelante
Donatello,positiva,"dale, zigamoz la konverzakión"
Leonardo,positiva,"dale, sigamos la conversación"
Donatello,negativa,"Gracias por escribir, pero estamos bien así"
Donatello,negativa,"Hola, ya usamos algo similar"
Michelangelo,neutral,pongamoslo en standby
Michelangelo,positiva,"re: me intereza la zolusión, avansen son demostracion"
Donatello,neutral,hola! puede ke máz adelante zirva
Leonardo,positiva,podemostracionz agndar algo para la próxima zemana.
Donatello,negativa,FW: no evaluamos nuevas soluciones este año
Leonardo,neutral,ahora eztamoz full kon otraz prioridadez
Donatello,neutral,contactame más adelante
Leonardo,negativa,"hola, ia uzamoz algo zimilar"
Raphael,positiva,"zi dale, agendmz 😊"
Leonardo,positiva,Me interesa explorar esto más a fondo.
Leonardo,negativa,No gracias
Donatello,neutral,"eztoy fuera de ofisina, lo retomo luego"
Raphael,neutral,"grakiaz, lo tengo en el radar para el futuro"
Donatello,positiva,"re: me intereza la zolusión, avansen son demostracion"
Leonardo,negativa,"no me interesa x ahora, gracias!"
Michelangelo,positiva,"Hola, gracias por escribirme. Sí, me interesa."
Michelangelo,positiva,Estoy interesado en avanzar con una demo.
Donatello,positiva,"zí, pazame link para agndar."
Leonardo,neutral,revisalo con el área de operaciones mejor
Leonardo,negativa,Ya tenemos proveedor
Donatello,neutral,ahora estamos full con otras prioridades
Donatello,neutral,lo vemoz en q3 probablemente
Leonardo,negativa,npo eztamoz buzsando alternativaz en ezte momento
Michelangelo,positiva,"sí, me parece relevante para lo que buscamos"
Donatello,positiva,agendmz algo y lo evaluamoz kon el ekipo.
Leonardo,positiva,"Hola, gracias por escribirme. Sí, me interesa."
Raphael,neutral,lo veo bien pero npo dekido yo
Leonardo,positiva,podemostracionz agendaar algo para la próxima zemana.
Raphael,positiva,"me intereza, kompartime máz info x favor."
Michelangelo,negativa,grkz pero npo npoz zirve
Raphael,negativa,npo grakiaz
Donatello,neutral,ahora eztamoz full son otraz prioridadez
Donatello,neutral,estamos enfocados en otro tipo de soluciones
Donatello,neutral,kontaktame máz adelante
Michelangelo,negativa,nueztro foso eztá en otra área ezte año
Donatello,positiva,"Me interesa, compartime más info por favor."
Michelangelo,negativa,"Gracias por escribir, pero estamos bien así"
Donatello,neutral,es interesante pero no tengo ancho ahora
Michelangelo,positiva,"zuena interezante, me guztaria konopker máz"
Donatello,neutral,me interesa pero no es el mejor timing
Michelangelo,neutral,puede servirnos en otro momento
Leonardo,neutral,"grasiaz, lo tengo en el radar para el futuro"
Donatello,positiva,"Sí, reunámonos. ¿Tienen disponibilidad esta semana?"
Donatello,neutral,estamos enfocados en otro tipo de soluciones
Donatello,positiva,"sí, me parece relevante para lo que buscamos"
Donatello,positiva,"si dale, agendemos 😊"
Leonardo,negativa,"nop me intereza x ahora, grakiaz!"
Leonardo,negativa,lo analizamos y no es lo que buscamos
Leonardo,negativa,"nop ez sonmigo, pero grasiaz"
Donatello,positiva,"si dale, agendemos 😊"
Donatello,neutral,eztamoz en medio de otra implementakión
Donatello,neutral,está bueno pero no es urgente
Donatello,negativa,npo lo vemoz prioritario
Michelangelo,negativa,estamos con otro proveedor con contrato vigente
Donatello,neutral,"grakiaz, lo tengo en el radar para el futuro"
Donatello,positiva,"ya lo hablé internamente, quieren avanzar"
Michelangelo,negativa,"Gracias por escribir, pero estamos bien así"
Michelangelo,neutral,kontaktame máz adelante
Michelangelo,positiva,"Estoy libre el jueves, ¿les va bien?"
Michelangelo,neutral,"eztoy fuera de ofikina, lo retomo luego"
Michelangelo,positiva,podemostracionz haser una reunión la zemana próxima.
Raphael,positiva,"RE: Me interesa la solución, avancen con demo"
Donatello,neutral,ahora estamos full con otras prioridades
Donatello,positiva,me intereza explorar ezto máz a fondo.
Leonardo,negativa,"grakiaz, pero nop me intereza el zervikio x ahora."
Raphael,neutral,eztamoz en medio de otra implementasión
Donatello,positiva,me intereza explorar ezto máz a fondo.
Leonardo,positiva,"Estoy libre el jueves, ¿les va bien?"
Leonardo,positiva,"suena interesante, me gustaria conocer más"
Donatello,positiva,"Esto nos interesa, ¿tienen casos de uso?"
Donatello,neutral,pongamoslo en standby
Raphael,positiva,"Dale, coordinemos una llamada para verlo."
Leonardo,positiva,"zí, reunámonopz. ¿tienen dizponibilidad ezta zemana?"
Leonardo,positiva,Agendemos algo y lo evaluamos con el equipo.
Donatello,positiva,"zí, reunámonopz. ¿tienen dizponibilidad ezta zemana?"
Michelangelo,positiva,Me interesa explorar esto más a fondo.
Donatello,positiva,estoy cc a mi colega que ve estos temas
Leonardo,positiva,"Estoy libre el jueves, ¿les va bien?"
Leonardo,neutral,lo veo bien pero no decido yo
Donatello,negativa,"nopp, grasiaz!"
Donatello,positiva,Estoy interesado en avanzar con una demo.
Raphael,positiva,"Sí, reunámonos. ¿Tienen disponibilidad esta semana?"
Donatello,positiva,"me intereza, kompartime máz info x favor."
Michelangelo,positiva,"RE: Me interesa la solución, avancen con demo"
Raphael,neutral,"Gracias, lo tengo en el radar para el futuro"
Michelangelo,negativa,grsz pero nop nopz zirve
Leonardo,negativa,fw: nop evaluamoz nuevaz zolukionez ezte año
Donatello,positiva,"si dale, agendemos 😊"
Michelangelo,negativa,"grcs, no estoy evaluando esto"
Raphael,positiva,"sí, me parece relevante para lo que buscamos"
Leonardo,negativa,nop eztoy interezado x el momento
Raphael,neutral,respondo rapido: no tengo definiciones aún
Raphael,neutral,Tal vez más adelante en el año.
Leonardo,positiva,Podemos agendar algo para la próxima semana.
Raphael,positiva,estoy cc a mi colega que ve estos temas
Leonardo,neutral,eztamoz en medio de otra implementakión
Donatello,negativa,"Paso, gracias"
Raphael,neutral,hola! puede que más adelante sirva
Leonardo,neutral,lo veo bien pero no decido yo
Donatello,positiva,"Sí, pasame link para agendar."
Donatello,neutral,ahora estamos full con otras prioridades
Raphael,neutral,puede servirnos en otro momento
Raphael,negativa,lo analizamos y no es lo que buscamos
Leonardo,neutral,revizalo kon el área de operakionez mejor
Donatello,negativa,"no es conmigo, pero gracias"
Raphael,neutral,eztamoz en medio de otra implementakión
Michelangelo,neutral,lo vemos en Q3 probablemente
Michelangelo,negativa,eztamoz son otro proveedor son sontrato vigente
Donatello,positiva,podemostracionz haser una reunión la zemana próxima.
Leonardo,neutral,lo veo bien pero no decido yo
Raphael,negativa,"Gracias, pero no me interesa el servicio por ahora."
Donatello,positiva,"re: me intereza la zolukión, avanken kon demostracion"
Leonardo,positiva,"Dale, coordinemos una llamada para verlo."
Leonardo,negativa,grsz pero npo npoz zirve
Raphael,positiva,podemostracionz haker una reunión la zemana próxima.
Donatello,neutral,es interesante pero no tengo ancho ahora
Donatello,negativa,nop eztamoz buzsando alternativaz en ezte momento
Donatello,positiva,"ezto nopz intereza, ¿tienen sazoz de uzo?"
Donatello,negativa,"pazo, grakiaz"
Michelangelo,positiva,estoy cc a mi colega que ve estos temas
Raphael,positiva,Estoy interesado en avanzar con una demo.
Raphael,positiva,"dale, sigamos la conversación"
Michelangelo,negativa,No gracias
Raphael,neutral,"Gracias, lo tengo en el radar para el futuro"
Michelangelo,positiva,Podemos hacer una reunión la semana próxima.
Michelangelo,negativa,"no es conmigo, pero gracias"
Raphael,neutral,puede servirnos en otro momento
Michelangelo,neutral,hola! puede ke máz adelante zirva
Donatello,negativa,"Paso, gracias"
Leonardo,neutral,aun no hay proyecto
Raphael,negativa,Ya tenemos proveedor
Leonardo,positiva,me intereza explorar ezto máz a fondo.
Leonardo,negativa,"nop, gracias!"
Raphael,positiva,"Sí, reunámonos. ¿Tienen disponibilidad esta semana?"
Michelangelo,positiva,"zi dale, agendmz 😊"
Leonardo,negativa,"npo me intereza x ahora, grakiaz!"
Raphael,positiva,"dale, sigamos la conversación"
Michelangelo,negativa,"npo ez konmigo, pero grakiaz"
Leonardo,positiva,Me interesa explorar esto más a fondo.
Leonardo,neutral,"estoy fuera de oficina, lo retomo luego"
Leonardo,neutral,hola! puede que más adelante sirva
Donatello,negativa,no aplica para nuestra operación actual
Raphael,negativa,"npop, grakiaz!"
Leonardo,negativa,"grcs, no estoy evaluando esto"
Leonardo,neutral,aun no hay proyecto
Leonardo,positiva,eztoy ss a mi solega ke ve eztoz temaz
Leonardo,neutral,lo veo bien pero no decido yo
Michelangelo,negativa,"grasiaz, pero npo me intereza el zervisio x ahora."
Raphael,negativa,No estoy interesado por el momento
Donatello,negativa,fw: nop evaluamoz nuevaz zolusionez ezte año
Michelangelo,positiva,Podemos hacer una reunión la semana próxima.
Leonardo,positiva,"me intereza, kompartime máz info x favor."
Donatello,neutral,me interesa pero no es el mejor timing
Raphael,positiva,"dale, sigamos la conversación"
Michelangelo,positiva,"Hola, gracias por escribirme. Sí, me interesa."
Raphael,neutral,tal vez máz adelante en el año.
Donatello,negativa,Ya tenemos proveedor
Donatello,positiva,"rezpondo dezde el selu, agenden y lo veo"
Leonardo,negativa,eztamoz kon otro proveedor kon kontrato vigente
Michelangelo,positiva,"Sí, pasame link para agendar."
Leonardo,neutral,pongamoslo en standby
Michelangelo,neutral,ahora eztamoz full son otraz prioridadez
Donatello,negativa,No
Raphael,neutral,tal vez máz adelante en el año.
Michelangelo,positiva,Estoy interesado en avanzar con una demo.
Raphael,neutral,rezpondo rapido: nop tengo definisionez aún
Leonardo,positiva,Podemos hacer una reunión la semana próxima.
Michelangelo,negativa,"grasiaz, pero nop me intereza el zervisio x ahora."
Donatello,positiva,me intereza explorar ezto máz a fondo.
Donatello,negativa,"grasiaz, pero nop me intereza el zervisio x ahora."
Donatello,positiva,"zuena interezante, me guztaria konpoker máz"
Leonardo,negativa,lo analizamos y no es lo que buscamos
Michelangelo,neutral,puede zervirnpoz en otro momento
Donatello,neutral,lo vemoz en q3 probablemente
Donatello,neutral,ahora estamos full con otras prioridades
Michelangelo,neutral,aun no hay proyecto
Donatello,neutral,lo vemoz en q3 probablemente
Donatello,positiva,"hola, grakiaz x ezkribirme. zí, me intereza."
Donatello,neutral,FW: para revisión en planning de fin de año
Leonardo,negativa,nop
Michelangelo,positiva,"Esto nos interesa, ¿tienen casos de uso?"
Leonardo,negativa,estamos con otro proveedor con contrato vigente
Donatello,negativa,nop aplisa para nueztra operasión astual
Leonardo,negativa,npo eztoy interezado x el momento
Donatello,negativa,"Gracias por escribir, pero estamos bien así"
Raphael,negativa,fw: nop evaluamoz nuevaz zolusionez ezte año
Donatello,neutral,"eztoy fuera de ofikina, lo retomo luego"
Leonardo,negativa,"Gracias, pero no me interesa el servicio por ahora."
Michelangelo,neutral,contactame más adelante
Leonardo,negativa,estamos con otro proveedor con contrato vigente
Donatello,neutral,eztá buenpo pero npo ez urgente
Raphael,negativa,estamos con otro proveedor con contrato vigente
Leonardo,negativa,"grcs, no estoy evaluando esto"
Leonardo,positiva,Podemos agendar algo para la próxima semana.
Donatello,negativa,"no me interesa x ahora, gracias!"
Donatello,neutral,ahora eztamoz full son otraz prioridadez
Raphael,neutral,hola! puede que más adelante sirva
Michelangelo,neutral,lo vemos en Q3 probablemente
Leonardo,negativa,"grcs, no estoy evaluando esto"
Donatello,positiva,Podemos hacer una reunión la semana próxima.
Donatello,negativa,No
Raphael,positiva,Estoy interesado en avanzar con una demo.
Raphael,neutral,lo veo bien pero nop dekido yo
Michelangelo,neutral,lo veo bien pero no decido yo
Michelangelo,positiva,agendemostracionz algo y lo evaluamoz son el ekipo.
Leonardo,neutral,hablalo son mi solega (lo eztoy ss)
Donatello,neutral,lo veo bien pero npo desido yo
Raphael,neutral,revizalo kon el área de operakionez mejor
Michelangelo,negativa,npo
Michelangelo,positiva,podmz haker una reunión la zemana próxima.
Michelangelo,positiva,"eztoy libre el juevez, ¿lez va bien?"
Leonardo,neutral,hablalo son mi solega (lo eztoy ss)
Raphael,negativa,FW: no evaluamos nuevas soluciones este año
Donatello,positiva,"sí, me parece relevante para lo que buscamos"
Leonardo,neutral,lo veo bien pero no decido yo
Donatello,positiva,"ya lo hablé internamente, quieren avanzar"
Donatello,neutral,lo vemos en Q3 probablemente
Raphael,negativa,nueztro foso eztá en otra área ezte año
Donatello,neutral,hola! puede ke máz adelante zirva
Leonardo,negativa,"grakiaz, pero npo me intereza el zervikio x ahora."
Donatello,positiva,"Sí, reunámonos. ¿Tienen disponibilidad esta semana?"
Michelangelo,negativa,grcs pero no nos sirve
Michelangelo,negativa,npo lo vemoz prioritario
Michelangelo,negativa,"grcs, no estoy evaluando esto"
Raphael,negativa,no aplica para nuestra operación actual
Leonardo,positiva,"Me interesa, compartime más info por favor."
Leonardo,negativa,Nuestro foco está en otra área este año
Leonardo,neutral,eztamoz enfosadoz en otro tipo de zolusionez
Michelangelo,positiva,"Hola, gracias por escribirme. Sí, me interesa."
Michelangelo,negativa,"no es conmigo, pero gracias"
Michelangelo,negativa,npo eztamoz buzkando alternativaz en ezte momento
Leonardo,positiva,"Dale, coordinemos una llamada para verlo."
Leonardo,negativa,"grakiaz x ezkribir, pero eztamoz bien azí"
Leonardo,neutral,revisalo con el área de operaciones mejor
Leonardo,negativa,fw: npo evaluamoz nuevaz zolukionez ezte año
Michelangelo,positiva,"sí, me parece relevante para lo que buscamos"
Leonardo,positiva,"zi dale, agendmz 😊"
Raphael,negativa,no lo vemos prioritario
Donatello,neutral,hablalo son mi solega (lo eztoy ss)
Michelangelo,positiva,"Sí, reunámonos. ¿Tienen disponibilidad esta semana?"
Leonardo,positiva,Podemos agendar algo para la próxima semana.
Michelangelo,positiva,me intereza explorar ezto máz a fondo.
Leonardo,negativa,"nop, gracias!"
Michelangelo,negativa,"no me interesa x ahora, gracias!"
Leonardo,negativa,"Hola, ya usamos algo similar"
Michelangelo,positiva,"Sí, pasame link para agendar."
Raphael,negativa,"no me interesa x ahora, gracias!"
Donatello,negativa,no lo vemos prioritario
Leonardo,positiva,"Me interesa, compartime más info por favor."
Raphael,negativa,lla tenemoz proveedor
Raphael,neutral,ahora estamos full con otras prioridades
Leonardo,positiva,"Estoy libre el jueves, ¿les va bien?"
Raphael,negativa,grcs pero no nos sirve
Leonardo,negativa,"nop, gracias!"
Donatello,neutral,"eztoy fuera de ofisina, lo retomo luego"
Raphael,positiva,"Dale, coordinemos una llamada para verlo."
Michelangelo,negativa,estamos con otro proveedor con contrato vigente
Raphael,negativa,grsz pero npo npoz zirve
Donatello,negativa,"Paso, gracias"
Leonardo,positiva,"zí, me parese relevante para lo ke buzsamoz"
Raphael,positiva,eztoy interezado en avanzar son una dm.
Leonardo,negativa,"Hola, ya usamos algo similar"
Michelangelo,positiva,me intereza explorar ezto máz a fondo.
Leonardo,positiva,"rezpondo dezde el kelu, agenden y lo veo"
Michelangelo,negativa,Nuestro foco está en otra área este año
Michelangelo,negativa,estamos con otro proveedor con contrato vigente
Michelangelo,negativa,eztamoz son otro proveedor son sontrato vigente
Michelangelo,neutral,es interesante pero no tengo ancho ahora
Leonardo,neutral,"estoy fuera de oficina, lo retomo luego"
Leonardo,negativa,"grcs, no estoy evaluando esto"
Donatello,neutral,Tal vez más adelante en el año.
Michelangelo,positiva,Podemos hacer una reunión la semana próxima.
Raphael,negativa,"npop, grakiaz!"
Donatello,negativa,"grasiaz, pero npo me intereza el zervisio x ahora."
Donatello,neutral,estamos enfocados en otro tipo de soluciones
Donatello,negativa,lo analizamos y no es lo que buscamos
Donatello,negativa,npo eztoy interezado x el momento
Michelangelo,neutral,lo vemoz en q3 probablemente
Leonardo,positiva,"Sí, reunámonos. ¿Tienen disponibilidad esta semana?"
Donatello,positiva,agendemostracionz algo y lo evaluamoz son el ekipo.
Leonardo,neutral,"Gracias, lo tengo en el radar para el futuro"
Leonardo,negativa,grcs pero no nos sirve
Michelangelo,negativa,"Gracias, pero no me interesa el servicio por ahora."
Leonardo,positiva,"RE: Me interesa la solución, avancen con demo"
Michelangelo,negativa,estamos con otro proveedor con contrato vigente
Leonardo,positiva,"zí, reunámonopz. ¿tienen dizponibilidad ezta zemana?"
Michelangelo,neutral,ahora estamos full con otras prioridades
Michelangelo,negativa,lo analizamos y no es lo que buscamos
Raphael,neutral,hola! puede que más adelante sirva
Leonardo,positiva,estoy cc a mi colega que ve estos temas
Michelangelo,neutral,lo veo bien pero nop dekido yo
Donatello,positiva,"Esto nos interesa, ¿tienen casos de uso?"
Leonardo,negativa,no lo vemos prioritario
Raphael,negativa,"Hola, ya usamos algo similar"
Michelangelo,neutral,respondo rapido: no tengo definiciones aún
Donatello,neutral,revisalo con el área de operaciones mejor
Donatello,neutral,lo veo bien pero nop dekido yo
Leonardo,neutral,es interesante pero no tengo ancho ahora
Leonardo,positiva,"eztoy libre el juevez, ¿lez va bien?"
Michelangelo,neutral,lo vemoz en q3 probablemente
Donatello,positiva,"re: me intereza la zolukión, avanken kon dm"
Donatello,neutral,me intereza pero npo ez el mejor timing
Leonardo,neutral,lo vemoz en q3 probablemente
Leonardo,neutral,"Gracias, lo tengo en el radar para el futuro"
Leonardo,positiva,podmz haser una reunión la zemana próxima.
Raphael,positiva,"dale, sigamos la conversación"
Donatello,neutral,rezpondo rapido: npo tengo definisionez aún
Donatello,neutral,hablalo con mi colega (lo estoy cc)
Donatello,negativa,FW: no evaluamos nuevas soluciones este año
Raphael,positiva,"rezpondo dezde el kelu, agenden y lo veo"
Donatello,positiva,"hola, grasiaz x ezsribirme. zí, me intereza."
Raphael,negativa,FW: no evaluamos nuevas soluciones este año
Raphael,neutral,hablalo con mi colega (lo estoy cc)
Donatello,positiva,Me interesa explorar esto más a fondo.
Donatello,neutral,estamos en medio de otra implementación
Leonardo,neutral,aun npo hay proyekto
Leonardo,negativa,FW: no evaluamos nuevas soluciones este año
Donatello,negativa,"Paso, gracias"
Raphael,neutral,hablalo son mi solega (lo eztoy ss)
Donatello,neutral,aun nop hay proyekto
Michelangelo,neutral,lo vemos en Q3 probablemente
Raphael,positiva,"eztoy libre el juevez, ¿lez va bien?"
Donatello,positiva,eztoy interezado en avanzar son una demostracion.
Leonardo,negativa,grcs pero no nos sirve
Michelangelo,neutral,FW: para revisión en planning de fin de año
Michelangelo,negativa,"grasiaz, pero npo me intereza el zervisio x ahora."
Michelangelo,neutral,estamos en medio de otra implementación
Donatello,negativa,nueztro foko eztá en otra área ezte año
Raphael,negativa,No estoy interesado por el momento
Leonardo,positiva,Podemos hacer una reunión la semana próxima.
Donatello,neutral,contactame más adelante
Michelangelo,positiva,"Estoy libre el jueves, ¿les va bien?"
Raphael,negativa,"no es conmigo, pero gracias"
Michelangelo,positiva,"Sí, reunámonos. ¿Tienen disponibilidad esta semana?"
Donatello,negativa,"npo me intereza x ahora, grasiaz!"
Michelangelo,negativa,"no me interesa x ahora, gracias!"
Donatello,positiva,"Estoy libre el jueves, ¿les va bien?"
Raphael,negativa,Ya tenemos proveedor
Michelangelo,neutral,lo veo bien pero no decido yo
Michelangelo,negativa,Ya tenemos proveedor
Leonardo,positiva,"Esto nos interesa, ¿tienen casos de uso?"
Leonardo,positiva,"re: me intereza la zolukión, avanken kon dm"
Donatello,negativa,lo analizamoz y nop ez lo ke buzkamoz
Michelangelo,negativa,"grcs, no estoy evaluando esto"
Leonardo,positiva,"rezpondo dezde el kelu, agenden y lo veo"
Leonardo,positiva,"Esto nos interesa, ¿tienen casos de uso?"
Leonardo,positiva,Podemos agendar algo para la próxima semana.
Michelangelo,positiva,agendemostracionz algo y lo evaluamoz son el ekipo.
Michelangelo,neutral,contactame más adelante
Michelangelo,positiva,eztoy kk a mi kolega ke ve eztoz temaz
Leonardo,positiva,"dale, zigamoz la konverzakión"
Michelangelo,positiva,"Esto nos interesa, ¿tienen casos de uso?"
Donatello,negativa,No gracias
Donatello,neutral,hola! puede que más adelante sirva
Leonardo,neutral,revizalo son el área de operasionez mejor
Leonardo,neutral,rezpondo rapido: nop tengo definikionez aún
Michelangelo,negativa,Nuestro foco está en otra área este año
Raphael,positiva,"respondo desde el celu, agenden y lo veo"
Michelangelo,neutral,"eztoy fuera de ofikina, lo retomo luego"
Donatello,neutral,rezpondo rapido: nop tengo definisionez aún
Michelangelo,neutral,eztá buenpo pero npo ez urgente
Michelangelo,neutral,ahora eztamoz full son otraz prioridadez
Leonardo,negativa,"Hola, ya usamos algo similar"
Donatello,negativa,lo analizamoz y nop ez lo ke buzsamoz
Donatello,positiva,Podemos hacer una reunión la semana próxima.
Donatello,positiva,"ia lo hablé internamente, kieren avanzar"
Raphael,negativa,npo
Leonardo,neutral,puede zervirnopz en otro momento
Leonardo,negativa,"grakiaz x ezkribir, pero eztamoz bien azí"
Michelangelo,neutral,lo veo bien pero nop dekido yo
Donatello,neutral,estamos enfocados en otro tipo de soluciones
Leonardo,negativa,grkz pero nop nopz zirve
Raphael,neutral,puede servirnos en otro momento
Donatello,positiva,"zí, reunámonopz. ¿tienen dizponibilidad ezta zemana?"
Michelangelo,positiva,Podemos agendar algo para la próxima semana.
Leonardo,neutral,está bueno pero no es urgente
Leonardo,negativa,npo
Michelangelo,negativa,lo analizamoz y nop ez lo ke buzkamoz
Michelangelo,negativa,No
Leonardo,negativa,FW: no evaluamos nuevas soluciones este año
Donatello,neutral,FW: para revisión en planning de fin de año
Donatello,neutral,ahora eztamoz full son otraz prioridadez
Raphael,positiva,"zí, me parese relevante para lo ke buzsamoz"
Raphael,positiva,"Esto nos interesa, ¿tienen casos de uso?"
Michelangelo,neutral,eztamoz en medio de otra implementakión
Leonardo,neutral,revisalo con el área de operaciones mejor
Michelangelo,negativa,Ya tenemos proveedor
Leonardo,neutral,Tal vez más adelante en el año.
Raphael,positiva,"dale, koordinemoz una llamada para verlo."
Donatello,positiva,podemostracionz agndar algo para la próxima zemana.
Leonardo,positiva,"RE: Me interesa la solución, avancen con demo"
Michelangelo,positiva,"ia lo hablé internamente, kieren avanzar"
Donatello,negativa,"Paso, gracias"
Raphael,positiva,Estoy interesado en avanzar con una demo.
Michelangelo,positiva,"suena interesante, me gustaria conocer más"
Michelangelo,neutral,aun nop hay proyesto
Raphael,neutral,pongamoslo en standby
Donatello,neutral,pongamozlo en ztandby
Leonardo,neutral,pongamoslo en standby
Raphael,neutral,"grakiaz, lo tengo en el radar para el futuro"
Leonardo,neutral,fw: para revizión en planning de fin de año
Raphael,negativa,"grsz, npo eztoy evaluando ezto"
Michelangelo,negativa,grkz pero npo npoz zirve
Raphael,neutral,estamos en medio de otra implementación
Donatello,positiva,"Me interesa, compartime más info por favor."
Donatello,negativa,"grakiaz, pero npo me intereza el zervikio x ahora."
Donatello,neutral,puede zervirnpoz en otro momento
Leonardo,neutral,contactame más adelante
Michelangelo,negativa,lo analizamos y no es lo que buscamos
Raphael,positiva,podemostracionz agendaar algo para la próxima zemana.
Raphael,negativa,No estoy interesado por el momento
Raphael,neutral,contactame más adelante
Leonardo,positiva,me intereza explorar ezto máz a fondo.
Donatello,negativa,npo eztoy interezado x el momento
Michelangelo,negativa,lo analizamoz y nop ez lo ke buzsamoz
Leonardo,neutral,ahora estamos full con otras prioridades
Michelangelo,positiva,Estoy interesado en avanzar con una demo.
Leonardo,positiva,"zuena interezante, me guztaria sonopser máz"
Raphael,negativa,"grakiaz x ezkribir, pero eztamoz bien azí"
Donatello,negativa,"Hola, ya usamos algo similar"
Donatello,negativa,No estoy interesado por el momento
Leonardo,positiva,"Sí, reunámonos. ¿Tienen disponibilidad esta semana?"
Michelangelo,negativa,"Hola, ya usamos algo similar"
Leonardo,positiva,"respondo desde el celu, agenden y lo veo"
Donatello,negativa,npo lo vemoz prioritario
Michelangelo,negativa,nop
Leonardo,neutral,hablalo con mi colega (lo estoy cc)
Raphael,negativa,FW: no evaluamos nuevas soluciones este año
Raphael,negativa,estamos con otro proveedor con contrato vigente
Donatello,negativa,eztamoz kon otro proveedor kon kontrato vigente
Donatello,positiva,"Dale, coordinemos una llamada para verlo."
Raphael,negativa,grsz pero nop nopz zirve
Raphael,negativa,"grakiaz x ezkribir, pero eztamoz bien azí"
Michelangelo,neutral,Tal vez más adelante en el año.
Michelangelo,positiva,"Dale, coordinemos una llamada para verlo."
Leonardo,negativa,eztamoz son otro proveedor son sontrato vigente
Raphael,negativa,lo analizamos y no es lo que buscamos
